Type,ID,Organization,RoadName,DirectionOfTravel,Description,Date Reported,Last Updated,Start Date,Planned End Date,LanesAffected,Latitude,Longitude,EventType,LinkId,Comment
event,MTO--106408,MTO,140,Southbound,Recurring-Engineering Investigation on HWY 140 Southbound  between RIDGE ROAD and KLIEINSMITH ROAD. ALL LANES CLOSED.,1/8/2019,1/3/2019,1/8/2019,1/14/2019,ALL LANES CLOSED,42.97473,-79.204834,roadwork,851364395,"Detailed closure information is as follows: TUE: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; FRI: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; MON: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00;"
event,MTO--106503,MTO,Queen Elizabeth ,Fort Erie Bound,Recurring-Construction on QEW Fort Erie Bound  between NIKOLA TESLA BLVD and CENTENNIAL PKWY. 3 Alternating Lane(s).,1/8/2019,1/4/2019,1/8/2019,1/11/2019,3 Alternating Lane(s),43.254734,-79.76535,roadwork,32970589,"Detailed closure information is as follows: ALL DAYS: 1st Lane Closed at 20:00, 2nd Lane Closed at 23:00, 3rd Lane Closed at 23:59, 3rd Lane Opened at 05:00, 2nd Lane Opened at 06:00, 1st Lane Opened at 09:00;"
event,MTO--106515,MTO,3,Eastbound,Recurring-Engineering Investigation on HWY 3 Eastbound  between MILLER ROAD/NAIGARA ROAD 84 and WHITE ROAD. ALL LANES CLOSED.,1/8/2019,1/4/2019,1/8/2019,1/14/2019,ALL LANES CLOSED,42.89521,-79.19381,roadwork,948819465,"Detailed closure information is as follows: TUE: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; FRI: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; MON: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00;"
event,MTO--106514,MTO,3,Westbound,Recurring-Engineering Investigation on HWY 3 Westbound  between WHITE ROAD and MILLER ROAD/NAIGARA ROAD 84. ALL LANES CLOSED.,1/8/2019,1/4/2019,1/8/2019,1/14/2019,ALL LANES CLOSED,42.89287,-79.183586,roadwork,41693956,"Detailed closure information is as follows: TUE: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; FRI: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; MON: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00;"
event,MTO--106516,MTO,140,Northbound,Recurring-Engineering Investigation on HWY 140 Northbound  between RIDGE ROAD and BUCHNER ROAD. ALL LANES CLOSED.,1/8/2019,1/4/2019,1/8/2019,1/14/2019,ALL LANES CLOSED,42.97473,-79.204834,roadwork,950167748,"Detailed closure information is as follows: TUE: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; FRI: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; MON: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00;"
event,MTO--106484,MTO,140,Northbound,Recurring-Engineering Investigation on HWY 140 Northbound  between KLIEINSMITH ROAD and RIDGE ROAD. 1 Right Lane(s).,1/8/2019,1/4/2019,1/8/2019,1/18/2019,1 Right Lane(s),42.95093,-79.2093,roadwork,1146207880,"Detailed closure information is as follows: TUE: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; FRI: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00; MON: 1st Lane Closed at 08:00, 1st Lane Opened at 15:00;"
event,MTO--106426,MTO,400,Northbound,Recurring-Construction on HWY 400 Northbound  between HWY 11 JCT and PARTRIDGE SKI TRAIL ROAD. 1 Alternating Lane(s).,1/6/2019,1/2/2019,1/6/2019,1/12/2019,1 Alternating Lane(s),44.427162,-79.65115,roadwork,1180185527,"Detailed closure information is as follows: SUN: 1st Lane Closed at 00:00, 1st Lane Opened at 23:59; MON: 1st Lane Closed at 00:00, 1st Lane Opened at 23:59; TUE: 1st Lane Closed at 00:00, 1st Lane Opened at 23:59; WED: 1st Lane Closed at 00:00, 1st Lane Opened at 23:59; THU: 1st Lane Closed at 00:00, 1st Lane Opened at 23:59; FRI: 1st Lane Closed at 18:00, 1st Lane Opened at 23:59; SAT: 1st Lane Closed at 00:00, 1st Lane Opened at 23:59;"
event,MTO--418140,MTO,401,Westbound,Disabled Vehicle on HWY 401 Westbound  at Merlin Road / Kent Road 7. Right lane blocked.,1/7/2019,1/7/2019,1/7/2019,12/31/1969,right lane blocked,42.308663,-82.312847,accidentsAndIncidents,961213027,Highway 401 Westbound beyond Merlin Road has a right lane closure due to a disabled tractor trailer.
event,MTO--106411,MTO,400,Northbound,Recurring-Construction on HWY 400 Northbound  between KING ROAD and AURORA ROAD.. 2 Alternating Lane(s).,1/7/2019,1/2/2019,1/7/2019,1/12/2019,2 Alternating Lane(s),43.92053,-79.566124,roadwork,29602591,"Detailed closure information is as follows: MON: 1st Lane Closed at 20:00, 2nd Lane Closed at 23:00, 2nd Lane Opened at 06:00, 1st Lane Opened at 10:00; TUE: 1st Lane Closed at 21:00, 2nd Lane Closed at 23:00, 2nd Lane Opened at 06:00, 1st Lane Opened at 10:00; WED: 1st Lane Closed at 21:00, 2nd Lane Closed at 23:00, 2nd Lane Opened at 06:00, 1st Lane Opened at 10:00; THU: 1st Lane Closed at 21:00, 2nd Lane Closed at 23:00, 2nd Lane Opened at 05:00, 1st Lane Opened at 10:00; FRI: 1st Lane Closed at 21:00, 2nd Lane Closed at 00:00, 2nd Lane Opened at 07:00, 1st Lane Opened at 09:00;"
event,MTO--106450,MTO,406,Southbound,Construction on HWY 406 Southbound  between GLENDALE AVE and BEAVERDAMS ROAD. 1 Alternating Lane(s).,1/6/2019,1/3/2019,1/6/2019,1/13/2019,1 Alternating Lane(s),43.13444,-79.22097,roadwork,1149043959,"Detailed closure information is as follows: ALL DAYS: 1st Lane Closed at 00:00, 1st Lane Opened at 00:00;"
event,MTO--106477,MTO,Queen Elizabeth ,Fort Erie Bound,Recurring-Maintenance on QEW Fort Erie Bound  between HWY 420 and LUNDY'S LANE. 1 Alternating Lane(s).,1/7/2019,1/3/2019,1/7/2019,1/11/2019,1 Alternating Lane(s),43.09645,-79.11902,roadwork,711084964,
event,MTO--106353,MTO,400,Northbound,Maintenance on HWY 400 Northbound Collector between HIGHWAY 7 Collector and HIGHWAY 7 Collector. 1 Right Lane(s).,1/10/2019,1/7/2019,1/10/2019,1/11/2019,1 Right Lane(s),43.791344,-79.53936,roadwork,1190284685,
event,MTO--106448,MTO,401,Westbound,Recurring-Engineering Investigation on HWY 401 Westbound  between CHURCH ST and BROCK ROAD. 1 Left Lane(s).,1/6/2019,1/4/2019,1/6/2019,1/11/2019,1 Left Lane(s),43.84677,-79.05212,roadwork,884024618,
event,MTO--106534,MTO,401,Eastbound,Recurring-Construction on HWY 401 Eastbound Collector between DUFFERIN STREET Collector and ALLEN ROAD Collector. 2 Alternating Lane(s).,1/7/2019,1/7/2019,1/7/2019,1/11/2019,2 Alternating Lane(s),43.727978,-79.45786,roadwork,29610593,"Detailed closure information is as follows: ALL DAYS: 1st Lane Closed at 21:00, 2nd Lane Closed at 22:00, 2nd Lane Opened at 05:30, 1st Lane Opened at 05:30;"
event,MTO--106535,MTO,401,Westbound,Recurring-Construction on HWY 401 Westbound On-ramp at ALLEN ROAD Northbound. ALL LANES CLOSED.,1/7/2019,1/7/2019,1/7/2019,1/11/2019,ALL LANES CLOSED,43.729862,-79.44891,roadwork,133787435,
event,MTO--106447,MTO,401,Eastbound,Recurring-Engineering Investigation on HWY 401 Eastbound Collector between BROCK ROAD Collector and CHURCH ST. 1 Right Lane(s).,1/6/2019,1/4/2019,1/6/2019,1/11/2019,1 Right Lane(s),43.838993,-79.07033,roadwork,1191504098,"Detailed closure information is as follows: SUN: 1st Lane Closed at 23:00, 1st Lane Opened at 06:00; MON: 1st Lane Closed at 23:00, 1st Lane Opened at 06:00; TUE: 1st Lane Closed at 23:00, 1st Lane Opened at 06:00; WED: 1st Lane Closed at 23:00, 1st Lane Opened at 06:00; THU: 1st Lane Closed at 23:00, 1st Lane Opened at 06:00;"
event,MTO--106531,MTO,401,Eastbound,Recurring-Maintenance on HWY 401 Eastbound Off-ramp between  and HWY 412 Northbound. 1 Right Lane(s).,1/9/2019,1/7/2019,1/9/2019,1/11/2019,1 Right Lane(s),43.864517,-78.975006,roadwork,1175884670,"Detailed closure information is as follows: WED: 1st Lane Closed at 10:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 10:00, 1st Lane Opened at 15:00; FRI: 1st Lane Closed at 10:00, 1st Lane Opened at 14:00;"
event,MTO--106530,MTO, 58A,Westbound,Recurring-Maintenance on HWY 58A Westbound  between TOWNLINE TUNNEL and TOWNLINE TUNNEL. 1 Right Lane(s).,1/14/2019,1/7/2019,1/14/2019,1/18/2019,1 Right Lane(s),42.960365,-79.22782,roadwork,41702917,"Detailed closure information is as follows: MON: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; TUE: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; FRI: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00;"
event,MTO--33625,MTO,11,Southbound,Other on HWY 11 Southbound  between PICNIC POINT RD(S) and LONGLAC CEMETERY RD(S). Lane blocked.,12/10/2018,12/10/2018,12/10/2018,12/31/1969,lane blocked,49.780255,-86.527175,accidentsAndIncidents,1142573882,"Contract 2018-6014 is on Highway 11 at Rockyshore Creek Culvert (site no. 48E-126C), from 0.7 kilometres East of Longlac to 2.7 kilometres East of Longlac. Also at Phipps Creek Culvert (site no. 48E-124C), from 9.2 kilometres East of Longlac to 11.2 kilometres East of Longlac. The speed limit is reduced to 70 kilometres an hour and the effective land width in each direction is 3.5 metres. There is no travel delay."
event,MTO--22253,MTO,85,Southbound,Recurring-Construction on HWY 85 Southbound  between WELLINGTON ST UP IC-KITCHENER and HWY 7 IC-VICTORIA ST-KITCHENER. 1 Left Lane(s).,1/10/2019,1/7/2019,1/10/2019,1/12/2019,1 Left Lane(s),43.46543,-80.47163,roadwork,32988221,Highway 85 Southbound from Wellington Street to Victoria Street will have left lane closures daily from January 10th at 0700 hours until January 12th at 1700 hours.
event,MTO--106543,MTO,409,Westbound,Maintenance on HWY 409 Westbound  between HWY 401 and HWY 401. 1 Right Lane(s).,1/9/2019,1/7/2019,1/9/2019,1/9/2019,1 Right Lane(s),43.70585,-79.55646,roadwork,1074446663,"Detailed closure information is as follows: ALL DAYS: 1st Lane Closed at 22:00, 1st Lane Opened at 23:30;"
event,MTO--106489,MTO,401,Eastbound,Recurring-Engineering Investigation on HWY 401 Eastbound Collector Off-ramp between  and NEILSON ROAD Eastbound. 1 Left Lane(s).,1/9/2019,1/4/2019,1/9/2019,1/11/2019,1 Left Lane(s),43.794125,-79.21104,roadwork,810547680,"Detailed closure information is as follows: WED: 1st Lane Closed at 00:00, 1st Lane Opened at 05:00; FRI: 1st Lane Closed at 00:00, 1st Lane Opened at 05:00;"
event,MTO--106487,MTO,401,Eastbound,Recurring-Engineering Investigation on HWY 401 Eastbound Express between NEILSON ROAD Express and NEILSON ROAD Express. 1 Left Lane(s).,1/11/2019,1/4/2019,1/11/2019,1/14/2019,1 Left Lane(s),43.794125,-79.21104,roadwork,810547680,"Detailed closure information is as follows: FRI: 1st Lane Closed at 00:00, 1st Lane Opened at 05:00; MON: 1st Lane Closed at 00:00, 1st Lane Opened at 05:00;"
event,MTO--106525,MTO,EASTPORT ,Southbound,Maintenance on EASTPORT  Southbound On-ramp at HWY 2\NORTH SHORE BLVD Fort Erie Bound. ALL LANES CLOSED.,1/8/2019,1/7/2019,1/8/2019,1/9/2019,ALL LANES CLOSED,43.302002,-79.800095,roadwork,29517576,
event,MTO--106527,MTO,401,Westbound,Recurring-Maintenance on HWY 401 Westbound Express between BRIMLEY ROAD Express and VICTORIA PARK AVE Express. ALL LANES CLOSED.,1/8/2019,1/7/2019,1/8/2019,1/10/2019,ALL LANES CLOSED,43.779247,-79.26472,roadwork,833961925,
event,MTO--106464,MTO,427,Northbound,Recurring-Construction on HWY 427 Northbound  between FINCH AVENUE and HWY 7. 1 Alternating Lane(s).,1/6/2019,1/3/2019,1/6/2019,1/12/2019,1 Alternating Lane(s),43.733997,-79.62741,roadwork,29502837,"Detailed closure information is as follows: SUN: 1st Lane Closed at 23:00, 1st Lane Opened at 06:00; MON: 1st Lane Closed at 23:00, 1st Lane Opened at 06:00; TUE: 1st Lane Closed at 23:00, 1st Lane Opened at 06:00; WED: 1st Lane Closed at 23:00, 1st Lane Opened at 06:00; THU: 1st Lane Closed at 23:00, 1st Lane Opened at 06:00; FRI: 1st Lane Closed at 23:59, 1st Lane Opened at 09:00;"
event,MTO--106461,MTO,427,Southbound,Recurring-Construction on HWY 427 Southbound  between HWY 7 and ALBION ROAD. 1 Alternating Lane(s).,1/6/2019,1/3/2019,1/6/2019,1/12/2019,1 Alternating Lane(s),43.769943,-79.63495,roadwork,778546547,"Detailed closure information is as follows: SUN: 1st Lane Closed at 23:00, 1st Lane Opened at 05:00; MON: 1st Lane Closed at 23:00, 1st Lane Opened at 05:00; TUE: 1st Lane Closed at 23:00, 1st Lane Opened at 05:00; WED: 1st Lane Closed at 23:00, 1st Lane Opened at 05:00; THU: 1st Lane Closed at 23:00, 1st Lane Opened at 05:00; FRI: 1st Lane Closed at 23:59, 1st Lane Opened at 08:00;"
event,MTO--106334,MTO,89,Westbound,Recurring-Construction on HWY 89 Westbound  between 6TH LINE and 5TH LINE. 1 Right Lane(s).,1/2/2019,12/28/2018,1/2/2019,1/9/2019,1 Right Lane(s),44.169685,-79.79598,roadwork,33013912,"Detailed closure information is as follows: WED: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; FRI: 1st Lane Closed at 00:00, 1st Lane Opened at 06:00; SAT: 1st Lane Closed at 00:00, 1st Lane Opened at 07:00; SUN: 1st Lane Closed at 00:00, 1st Lane Opened at 07:00; MON: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; TUE: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00;"
event,MTO--106452,MTO,406,Northbound,Recurring-Construction on HWY 406 Northbound Off-ramp between  and ST DAVID'S ROAD Eastbound/Westbound. ALL LANES CLOSED.,1/6/2019,1/3/2019,1/6/2019,1/12/2019,ALL LANES CLOSED,43.12083,-79.23262,roadwork,947638793,"Detailed closure information is as follows: SUN: 1st Lane Closed at 22:00, 1st Lane Opened at 06:00; MON: 1st Lane Closed at 22:00, 1st Lane Opened at 06:00; TUE: 1st Lane Closed at 22:00, 1st Lane Opened at 06:00; WED: 1st Lane Closed at 22:00, 1st Lane Opened at 06:00; THU: 1st Lane Closed at 22:00, 1st Lane Opened at 06:00; FRI: 1st Lane Closed at 22:00, 1st Lane Opened at 06:00;"
event,MTO--106451,MTO,406,Northbound,Construction on HWY 406 Northbound  between BEAVERDAMS ROAD and GLENDALE AVE. 1 Alternating Lane(s).,1/6/2019,1/3/2019,1/6/2019,1/13/2019,1 Alternating Lane(s),43.095264,-79.237366,roadwork,37168899,"Detailed closure information is as follows: ALL DAYS: 1st Lane Closed at 00:00, 1st Lane Opened at 00:00;"
event,MTO--22243,MTO,401,Eastbound,Recurring-Construction on HWY 401 Eastbound  between Westchester Bourne / Middlesex Rd 74 (195KM) and Dorchester Rd / Middlesex Rd 32 (199KM). 2 Alternating Lane(s).,1/6/2019,1/3/2019,1/6/2019,1/11/2019,2 Alternating Lane(s),42.94793,-81.10404,roadwork,133115408,Alternating 2 of 3 lane closures on Highway 401 from Dorchester to Westchester Bourne.  This will affect both eastbound and westbound lanes.  Will only close one direction at a time for bridge work.
event,MTO--106519,MTO,Queen Elizabeth ,Toronto Bound,Recurring-Maintenance on QEW Toronto bound  between GARDEN CITY SKYWAY and WELLAND AVENUE. 1 Left Lane(s).,1/7/2019,1/7/2019,1/7/2019,1/11/2019,1 Left Lane(s),43.167168,-79.19359,roadwork,1147474341,"Detailed closure information is as follows: MON: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; TUE: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; WED: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; THU: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00;"
event,MTO--106520,MTO,Queen Elizabeth ,Fort Erie Bound,Recurring-Maintenance on QEW Fort Erie Bound  between WELLAND AVENUE and GARDEN CITY SKYWAY. 1 Left Lane(s).,1/7/2019,1/7/2019,1/7/2019,1/11/2019,1 Left Lane(s),43.17146,-79.22399,roadwork,1149167800,"Detailed closure information is as follows: MON: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; TUE: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; WED: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; THU: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00;"
event,MTO--106263,MTO,Queen Elizabeth ,Toronto Bound,Recurring-Construction on QEW Toronto bound  between DIXIE ROAD and HWY 427. 2 Alternating Lane(s).,1/9/2019,12/21/2018,1/9/2019,1/10/2019,2 Alternating Lane(s),43.596596,-79.568985,roadwork,781545155,"Detailed closure information is as follows: WED: 1st Lane Closed at 22:00, 2nd Lane Closed at 23:00, 2nd Lane Opened at 05:00, 1st Lane Opened at 05:00;"
event,MTO--106379,MTO,11,Southbound,Recurring-Maintenance on HWY 11 Southbound  between COOPER FALLS ROAD/CANAL ROAD/COUNTY ROAD 52 and SIMCOE ROAD 93/PENETANGUISHENE ROAD. 1 Alternating Lane(s).,1/7/2019,1/2/2019,1/7/2019,1/11/2019,1 Alternating Lane(s),44.771248,-79.33455,roadwork,37164886,"Detailed closure information is as follows: MON: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; TUE: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; FRI: 1st Lane Closed at 09:00, 1st Lane Opened at 11:00;"
event,MTO--106377,MTO,11,Northbound,Recurring-Maintenance on HWY 11 Northbound  between SIMCOE ROAD 93/PENETANGUISHENE ROAD and COOPER FALLS ROAD/CANAL ROAD/COUNTY ROAD 52. 1 Alternating Lane(s).,1/7/2019,1/2/2019,1/7/2019,1/11/2019,1 Alternating Lane(s),44.435024,-79.643555,roadwork,119661718,"Detailed closure information is as follows: MON: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; TUE: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; FRI: 1st Lane Closed at 09:00, 1st Lane Opened at 11:00;"
event,MTO--22252,MTO,417,Eastbound,Recurring-Construction on HWY 417 Eastbound  between CARLING AVE / KIRKWOOD AVE (IC 124) and CARLING AVE / KIRKWOOD AVE (IC 124). 3 Right Lane(s).,1/16/2019,1/7/2019,1/16/2019,1/18/2019,3 Right Lane(s),45.38393,-75.73985,roadwork,36801546,Traffic will encounter lane closures.  Ottawa
event,MTO--106412,MTO,400,Southbound,Recurring-Construction on HWY 400 Southbound  between AURORA ROAD. and KING ROAD. 2 Alternating Lane(s).,1/7/2019,1/2/2019,1/7/2019,1/12/2019,2 Alternating Lane(s),44.00158,-79.58599,roadwork,786427078,"Detailed closure information is as follows: MON: 1st Lane Closed at 19:00, 2nd Lane Closed at 21:00, 2nd Lane Opened at 05:00, 1st Lane Opened at 05:00; TUE: 1st Lane Closed at 19:00, 2nd Lane Closed at 21:00, 2nd Lane Opened at 05:00, 1st Lane Opened at 05:00; WED: 1st Lane Closed at 19:00, 2nd Lane Closed at 21:00, 2nd Lane Opened at 05:00, 1st Lane Opened at 05:00; THU: 1st Lane Closed at 19:00, 2nd Lane Closed at 21:00, 2nd Lane Opened at 05:00, 1st Lane Opened at 05:00; FRI: 1st Lane Closed at 19:00, 2nd Lane Closed at 22:00, 2nd Lane Opened at 07:00, 1st Lane Opened at 09:00;"
event,MTO--106427,MTO,400,Northbound,Recurring-Construction on HWY 400 Northbound  between HWY 11 JCT and PARTRIDGE SKI TRAIL ROAD. 1 Alternating Lane(s).,1/6/2019,1/2/2019,1/6/2019,1/12/2019,1 Alternating Lane(s),44.427162,-79.65115,roadwork,1180185527,"Detailed closure information is as follows: FRI: 1st Lane Closed at 00:00, 1st Lane Opened at 15:00;"
event,MTO--106429,MTO,11,Southbound,Recurring-Construction on HWY 11 Southbound  between SIMCOE ROAD 93/PENETANGUISHENE ROAD and HWY 400. 1 Alternating Lane(s).,1/6/2019,1/2/2019,1/6/2019,1/12/2019,1 Alternating Lane(s),44.435024,-79.643555,roadwork,119661718,"Detailed closure information is as follows: SUN: 1st Lane Closed at 00:00, 1st Lane Opened at 10:00; FRI: 1st Lane Closed at 00:00, 1st Lane Opened at 13:00;"
event,MTO--106428,MTO,11,Southbound,Recurring-Construction on HWY 11 Southbound  between SIMCOE ROAD 93/PENETANGUISHENE ROAD and HWY 400. 1 Alternating Lane(s).,1/6/2019,1/2/2019,1/6/2019,1/12/2019,1 Alternating Lane(s),44.435024,-79.643555,roadwork,119661718,"Detailed closure information is as follows: SUN: 1st Lane Closed at 22:00, 1st Lane Opened at 23:59; MON: 1st Lane Closed at 00:00, 1st Lane Opened at 23:59; TUE: 1st Lane Closed at 00:00, 1st Lane Opened at 23:59; WED: 1st Lane Closed at 00:00, 1st Lane Opened at 23:59; THU: 1st Lane Closed at 00:00, 1st Lane Opened at 23:59; FRI: 1st Lane Closed at 18:00, 1st Lane Opened at 10:00; SAT: 1st Lane Closed at 15:00, 1st Lane Opened at 23:59;"
event,MTO--106499,MTO,401,Eastbound,Maintenance on HWY 401 Eastbound Express between MORNINGSIDE AVE Express and PARK ROAD Express. 2 Alternating Lane(s).,1/10/2019,1/4/2019,1/10/2019,1/11/2019,2 Alternating Lane(s),43.796284,-79.1969,roadwork,32975762,
event,MTO--106498,MTO,401,Eastbound,Maintenance on HWY 401 Eastbound Collector between MEADOWVALE ROAD Collector and BROCK ROAD Collector. 2 Alternating Lane(s).,1/10/2019,1/4/2019,1/10/2019,1/11/2019,2 Alternating Lane(s),43.799538,-79.166245,roadwork,29592603,
event,MTO--106478,MTO,Queen Elizabeth ,Toronto Bound,Recurring-Construction on QEW Toronto bound  between LUNDY'S LANE and HWY 420. 1 Alternating Lane(s).,1/7/2019,1/3/2019,1/7/2019,1/11/2019,1 Alternating Lane(s),43.089115,-79.11888,roadwork,894008025,
event,MTO--106381,MTO,400,Southbound,Recurring-Maintenance on HWY 400 Southbound  between SEVERN RIVER BRIDGE and HWY 11 JCT. 1 Right Lane(s).,1/7/2019,1/2/2019,1/7/2019,1/10/2019,1 Right Lane(s),44.79979,-79.722084,roadwork,33838520,"Detailed closure information is as follows: MON: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; TUE: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00;"
event,MTO--106376,MTO,400,Southbound,Recurring-Maintenance on HWY 400 Southbound  between DUCKWORTH STREET and DUNLOP STREET / SIMCOE ROAD 90. 2 Alternating Lane(s).,1/7/2019,1/2/2019,1/7/2019,1/11/2019,2 Alternating Lane(s),44.41397,-79.672935,roadwork,1180843387,"Detailed closure information is as follows: MON: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; TUE: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; WED: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; THU: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00;"
event,MTO--106380,MTO,400,Northbound,Recurring-Maintenance on HWY 400 Northbound  between HWY 11 JCT and PORT SEVERN ROAD. 1 Right Lane(s).,1/7/2019,1/2/2019,1/7/2019,1/10/2019,1 Right Lane(s),44.427162,-79.65115,roadwork,1180185527,"Detailed closure information is as follows: MON: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; TUE: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00;"
event,MTO--106374,MTO,400,Northbound,Recurring-Maintenance on HWY 400 Northbound  between DUNLOP STREET / SIMCOE ROAD 90 and DUCKWORTH STREET. 1 Left Lane(s).,1/7/2019,1/2/2019,1/7/2019,1/11/2019,1 Left Lane(s),44.380066,-79.7109,roadwork,1193490741,"Detailed closure information is as follows: MON: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; TUE: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; WED: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00; THU: 1st Lane Closed at 22:00, 1st Lane Opened at 05:00;"
event,MTO--106373,MTO,400,Southbound,Recurring-Maintenance on HWY 400 Southbound  between MAPLEVIEW  and CANAL ROAD.. 1 Right Lane(s).,1/7/2019,1/2/2019,1/7/2019,1/10/2019,1 Right Lane(s),44.335453,-79.68464,roadwork,1129635421,"Detailed closure information is as follows: MON: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; TUE: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00;"
event,MTO--106372,MTO,400,Northbound,Recurring-Maintenance on HWY 400 Northbound  between CANAL ROAD. and MAPLEVIEW . 1 Right Lane(s).,1/7/2019,1/2/2019,1/7/2019,1/10/2019,1 Right Lane(s),44.05241,-79.60943,roadwork,1129798667,"Detailed closure information is as follows: MON: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; TUE: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; WED: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00; THU: 1st Lane Closed at 09:00, 1st Lane Opened at 15:00;"
event,MTO--106481,MTO,9,Westbound,Recurring-Construction on HWY 9 Westbound  between WEST CANAL BANK ROAD and WEST CANAL BANK ROAD. 1 Right Lane(s).,1/7/2019,1/4/2019,1/7/2019,1/10/2019,1 Right Lane(s),44.02076,-79.63364,roadwork,29533738,
construction,MTO-constructions--2017-2027-857982137,MTO-constructions,406,N/A,"There is no impact on traffic.
 Highway 406 from Glendale Avenue to one kilometre north of Glendale Avenue and Chestnut Street structure.
 One of two Northbound lanes along with Glendale Avenue on ramp to Highway 406 to be closed nightly.
 
 January 04, 2019 - January 11, 2019",4/30/2018,1/4/2019,4/30/2018,6/18/2020,No Data,43.138986,-79.220821,roadwork,,"January 04, 2019 - January 11, 2019"
